ip	d_ori	d_shu	d_rat	p_val	pathway	ip_type
LAMA1 - ITGA1	12.179244459132988	12.451859528143114	0.978106477318189	0.468	LAMININ	ECM-Receptor
EFNB2 - EPHB4	9.641777193889258	9.639677186438636	1.0002178503916683	0.468	EPHB	Cell-Cell Contact
LAMB1 - CD44	31.19550278109304	31.123312264907373	1.0023194997875295	0.472	LAMININ	ECM-Receptor
LAMA2 - (ITGA3+ITGB1)	5.127257884903119	5.3869499946873365	0.9517923667306494	0.472	LAMININ	ECM-Receptor
NGF - NGFR	7.418203919755981	7.587644761975851	0.9776688488279006	0.476	NGF	Secreted Signaling
FN1 - CD44	69.31590957135629	69.10950320032028	1.0029866568485917	0.48	FN1	ECM-Receptor
WNT11 - FZD7	8.646133926986781	8.816132224897014	0.9807173606777184	0.482	ncWNT	Secreted Signaling
NECTIN1 - CADM3	4.106013489660217	4.246559495585285	0.9669035589702253	0.482	NECTIN	Cell-Cell Contact
ANGPTL1 - ITGA1	14.817030419474895	15.05743869366308	0.9840339197735295	0.484	ANGPTL	Secreted Signaling
WNT5A - FZD3	5.859622577590426	6.024018327562655	0.9727099518904113	0.486	ncWNT	Secreted Signaling
WNT5B - FZD8	6.071530075565525	6.256854788368475	0.9703805315815431	0.49	ncWNT	Secreted Signaling
SEMA4D - PLXNB1	11.649571670908957	11.807421216664029	0.9866313276321255	0.49	SEMA4	Cell-Cell Contact
WNT2B - LRP5	5.190795557043916	5.31553526744887	0.9765329916689988	0.492	WNT	Secreted Signaling
ADGRE5 - CD55	5.74892434067344	5.881017000980866	0.9775391466670825	0.494	ADGRE5	Cell-Cell Contact
EFNA5 - EPHA2	4.92848392882439	5.091672745572889	0.9679498614889599	0.496	EPHA	Cell-Cell Contact
ADM - CALCRL	7.125833212858488	7.304766317922378	0.9755046092816311	0.496	CALCR	Secreted Signaling
COL1A1 - ITGA3	317.1611439155028	319.91580878808196	0.9913894068473375	0.496	COLLAGEN	ECM-Receptor
LAMA3 - (ITGA6+ITGB4)	2.68203883799269	2.8027114283388372	0.956944339996619	0.498	LAMININ	ECM-Receptor
LAMB2 - ITGB8	22.99206804331943	23.387659492291597	0.9830854622668613	0.498	LAMININ	ECM-Receptor
THY1 - ITGAV	13.003111484332821	13.193695371555322	0.9855549274213663	0.5	THY1	Cell-Cell Contact
LAMA3 - SV2A	3.8779714190367485	4.00845966870701	0.9674467849361317	0.5	LAMININ	ECM-Receptor
LAMA3 - (ITGA9+ITGB1)	11.974019392669701	12.108007792740409	0.9889339020618204	0.504	LAMININ	ECM-Receptor
LAMC3 - ITGA3	6.476899992265052	6.672966958664067	0.9706177225792426	0.504	LAMININ	ECM-Receptor
EFNA4 - EPHA3	4.793643442195315	4.920418981394647	0.9742348081172147	0.504	EPHA	Cell-Cell Contact
IL7 - IL2RG	6.507528547317012	6.56980239669378	0.9905211990229558	0.506	IL2	Secreted Signaling
COL1A2 - ITGB8	368.64406437164956	372.5175662135338	0.9896018276902843	0.508	COLLAGEN	ECM-Receptor
LAMA1 - CD44	7.139367184984178	7.20042909370758	0.9915196847397937	0.512	LAMININ	ECM-Receptor
VSIR - IGSF11	8.991088359781708	9.04990997709136	0.9935003091236763	0.512	VISTA	Cell-Cell Contact
EFNA4 - EPHA4	5.07643020356506	5.176866642072112	0.9805989905764984	0.514	EPHA	Cell-Cell Contact
COL9A2 - ITGA3	5.341370289106203	5.435565871202809	0.9826705104254837	0.514	COLLAGEN	ECM-Receptor
ANGPTL2 - ITGA5	9.905565248282004	10.030537923467152	0.987540780351095	0.518	ANGPTL	Secreted Signaling
THBS1 - (ITGA3+ITGB1)	6.923147427288937	7.025522832109633	0.9854280731459875	0.518	THBS	ECM-Receptor
GDF10 - ACVR2A	6.35472654985653	6.3797690455447755	0.9960747018411689	0.52	GDF	Secreted Signaling
FGF9 - FGFR2	12.085383102326581	12.159036101283462	0.9939425297907367	0.522	FGF	Secreted Signaling
SEMA3C - NRP1	13.413159654738706	13.413583392005547	0.999968409838411	0.524	SEMA3	Secreted Signaling
LAMC3 - (ITGA2+ITGB1)	7.681166038463154	7.85704885319009	0.9776146466678103	0.53	LAMININ	ECM-Receptor
WNT5A - FZD7	7.869888889752027	7.8805419164050905	0.9986481860300893	0.532	ncWNT	Secreted Signaling
LRRC4C - NTNG1	4.147672634253278	4.209323039606729	0.9853538431777832	0.532	NGL	Cell-Cell Contact
COL6A3 - ITGB8	67.13054509154794	67.62041338977444	0.9927556151512589	0.532	COLLAGEN	ECM-Receptor
COL2A1 - SDC4	7.608534763558933	7.735573872209962	0.9835772871218493	0.532	COLLAGEN	ECM-Receptor
CXCL2 - ACKR1	2.130385811951818	2.154310554007933	0.9888944785552832	0.532	CXCL	Secreted Signaling
VIP - VIPR2	9.723524841584824	9.744103388352631	0.9978881025839273	0.536	VIP	Secreted Signaling
WNT2B - (FZD7+LRP5)	4.914734042177198	4.956738621662338	0.9915257626654816	0.536	WNT	Secreted Signaling
LAMC1 - ITGA3	23.44155831987768	23.53138920599348	0.9961825081668819	0.54	LAMININ	ECM-Receptor
COL6A2 - ITGB8	80.56715201981702	80.73045948650376	0.9979771270010664	0.546	COLLAGEN	ECM-Receptor
SEMA5A - PLXNA1	11.197246997670163	11.249526783384393	0.9953527124544076	0.548	SEMA5	Cell-Cell Contact
COL6A1 - ITGB8	84.89976413148781	84.90925117528279	0.9998882684317237	0.548	COLLAGEN	ECM-Receptor
LAMA1 - (ITGA6+ITGB1)	7.875037508613755	7.924802181891218	0.9937203892115845	0.55	LAMININ	ECM-Receptor
SEMA4A - PLXNA1	9.81506622119391	9.925877603486425	0.9888361123601208	0.556	SEMA4	Cell-Cell Contact
COL9A1 - (ITGA3+ITGB1)	6.220811477163515	6.247600600204427	0.9957120941693944	0.558	COLLAGEN	ECM-Receptor
NECTIN3 - PVR	5.559767998580455	5.592314942817673	0.9941800587824513	0.568	NECTIN	Cell-Cell Contact
LAMC3 - (ITGA3+ITGB1)	7.428534057537858	7.463775984466034	0.9952782710786707	0.572	LAMININ	ECM-Receptor
COL2A1 - SDC1	8.1690760720516	8.237873363485877	0.9916486587740936	0.572	COLLAGEN	ECM-Receptor
