gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibroblasts	Epithelial	Pericytes	Neural	Myofibroblast_Mesothelium	Endothelial	Muscle	Immune
ACVR2A	P27037	True	AVR2A_HUMAN	P36896_P27037	CPI-SC05D4ADB3D	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
AVR2A	P27037	True	AVR2A_HUMAN	P36896_P27037	CPI-SC05D4ADB3D	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACVR2A	P27037	True	AVR2A_HUMAN	P36897_P27037	CPI-SC0714B4284	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
AVR2A	P27037	True	AVR2A_HUMAN	P36897_P27037	CPI-SC0714B4284	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
ACVR2A	P27037	True	AVR2A_HUMAN	P36897_P27037	CPI-SC08FD210B3	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
AVR2A	P27037	True	AVR2A_HUMAN	P36897_P27037	CPI-SC08FD210B3	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
ACVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0A4D03098	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
AVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0A4D03098	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0725152DF	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
AVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0725152DF	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC08530770D	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
AVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC08530770D	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0165E8AB7	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
AVR2A	P27037	True	AVR2A_HUMAN	Q04771_P27037	CPI-SC0165E8AB7	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR2A	P27037	True	AVR2A_HUMAN	Q8NER5_P27037	CPI-SC0C23F0F29	0.005	0.043	0.012	0.002	0.009	0.005	0.008	0.012
AVR2A	P27037	True	AVR2A_HUMAN	Q8NER5_P27037	CPI-SC0C23F0F29	0.005	0.043	0.012	0.002	0.009	0.005	0.008	0.012
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC0C966149F	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC0C966149F	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC023F34EB8	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC023F34EB8	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC0F4AF00A6	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC0F4AF00A6	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC041F09999	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC041F09999	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC054081D62	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC054081D62	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC00536C03B	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC00536C03B	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC03B881D69	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
AVR2B	Q13705	True	AVR2B_HUMAN	P36894_Q13705	CPI-SC03B881D69	0.026	0.028	0.05	0.075	0.047	0.013	0.009	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC01653E39F	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
AVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC01653E39F	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC0CA6F0499	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
AVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC0CA6F0499	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC04BDF1619	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
AVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC04BDF1619	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC02AF48EC8	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
AVR2B	Q13705	True	AVR2B_HUMAN	P36896_Q13705	CPI-SC02AF48EC8	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR2B	Q13705	True	AVR2B_HUMAN	P36897_Q13705	CPI-SC0466A8119	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
AVR2B	Q13705	True	AVR2B_HUMAN	P36897_Q13705	CPI-SC0466A8119	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
ACVR2B	Q13705	True	AVR2B_HUMAN	P36897_Q13705	CPI-SC0778F55B3	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
AVR2B	Q13705	True	AVR2B_HUMAN	P36897_Q13705	CPI-SC0778F55B3	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
ACVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC083EB500B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
AVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC083EB500B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC0E6B2B64E	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
AVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC0E6B2B64E	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC09085997B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
AVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC09085997B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC033623B7C	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
AVR2B	Q13705	True	AVR2B_HUMAN	Q04771_Q13705	CPI-SC033623B7C	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	Q8NER5_Q13705	CPI-SC0DDE5B056	0.005	0.046	0.012	0.002	0.009	0.005	0.008	0.012
AVR2B	Q13705	True	AVR2B_HUMAN	Q8NER5_Q13705	CPI-SC0DDE5B056	0.005	0.046	0.012	0.002	0.009	0.005	0.008	0.012
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC06DC452F4	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC06E958100	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC0C72C9A68	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC03B649AD6	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC0BC00868E	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC06411C510	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36894_Q13873	CPI-SC0BD2322CB	0.082	0.028	0.098	0.075	0.119	0.013	0.105	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	P36896_Q13873	CPI-SC059B9E436	0.093	0.089	0.12	0.075	0.079	0.114	0.029	0.01
BMPR2	Q13873	True	BMPR2_HUMAN	Q04771_Q13873	CPI-SC0AB3D5AC9	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
BMPR2	Q13873	True	BMPR2_HUMAN	Q04771_Q13873	CPI-SC0488382C7	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
BMPR2	Q13873	True	BMPR2_HUMAN	Q04771_Q13873	CPI-SC0D18384F3	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
BMPR2	Q13873	True	BMPR2_HUMAN	Q04771_Q13873	CPI-SC0CC5A410F	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0A1E7CCAA	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0A1E7CCAA	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0FD3AE9DD	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0FD3AE9DD	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0801782AE	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC0801782AE	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC05D4ADB3D	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P27037	CPI-SC05D4ADB3D	0.03	0.043	0.036	0.055	0.03	0.037	0.017	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P37173	CPI-SC0AC52AFEF	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P37173	CPI-SC0AC52AFEF	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_P37173	CPI-SC02CDF4AC3	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_P37173	CPI-SC02CDF4AC3	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC01653E39F	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC01653E39F	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC0CA6F0499	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC0CA6F0499	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC04BDF1619	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC04BDF1619	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC02AF48EC8	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_Q13705	CPI-SC02AF48EC8	0.026	0.046	0.05	0.075	0.047	0.086	0.009	0.01
ACV1B	P36896	True	ACV1B_HUMAN	P36896_Q13873	CPI-SC059B9E436	0.093	0.089	0.12	0.075	0.079	0.114	0.029	0.01
ACVR1B	P36896	True	ACV1B_HUMAN	P36896_Q13873	CPI-SC059B9E436	0.093	0.089	0.12	0.075	0.079	0.114	0.029	0.01
TGFBR2	P37173	True	TGFR2_HUMAN	P36896_P37173	CPI-SC0AC52AFEF	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
TGFR2	P37173	True	TGFR2_HUMAN	P36896_P37173	CPI-SC0AC52AFEF	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
TGFBR2	P37173	True	TGFR2_HUMAN	P36896_P37173	CPI-SC02CDF4AC3	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
TGFR2	P37173	True	TGFR2_HUMAN	P36896_P37173	CPI-SC02CDF4AC3	0.093	0.125	0.12	0.075	0.079	0.114	0.029	0.01
TGFBR2	P37173	True	TGFR2_HUMAN	P36897_P37173	CPI-SC0D5D236A9	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFR2	P37173	True	TGFR2_HUMAN	P36897_P37173	CPI-SC0D5D236A9	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFBR2	P37173	True	TGFR2_HUMAN	P36897_P37173	CPI-SC0361D9D79	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFR2	P37173	True	TGFR2_HUMAN	P36897_P37173	CPI-SC0361D9D79	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFBR2	P37173	True	TGFR2_HUMAN	Q8NER5_P37173	CPI-SC0CF266D30	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
TGFR2	P37173	True	TGFR2_HUMAN	Q8NER5_P37173	CPI-SC0CF266D30	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
TGFBR2	P37173	True	TGFR2_HUMAN	Q8NER5_P37173	CPI-SC04B098E02	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
TGFR2	P37173	True	TGFR2_HUMAN	Q8NER5_P37173	CPI-SC04B098E02	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_P27037	CPI-SC0714B4284	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
TGFR1	P36897	True	TGFR1_HUMAN	P36897_P27037	CPI-SC0714B4284	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_P27037	CPI-SC08FD210B3	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
TGFR1	P36897	True	TGFR1_HUMAN	P36897_P27037	CPI-SC08FD210B3	0.03	0.029	0.036	0.055	0.03	0.037	0.017	0.033
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_P37173	CPI-SC0D5D236A9	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFR1	P36897	True	TGFR1_HUMAN	P36897_P37173	CPI-SC0D5D236A9	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_P37173	CPI-SC0361D9D79	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFR1	P36897	True	TGFR1_HUMAN	P36897_P37173	CPI-SC0361D9D79	0.083	0.029	0.075	0.108	0.111	0.132	0.128	0.11
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_Q13705	CPI-SC0466A8119	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
TGFR1	P36897	True	TGFR1_HUMAN	P36897_Q13705	CPI-SC0466A8119	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
TGFBR1	P36897	True	TGFR1_HUMAN	P36897_Q13705	CPI-SC0778F55B3	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
TGFR1	P36897	True	TGFR1_HUMAN	P36897_Q13705	CPI-SC0778F55B3	0.026	0.029	0.05	0.084	0.047	0.086	0.009	0.036
LIFR	P42702	True	LIFR_HUMAN	P42702_P40189	CPI-SC05FD083DD	0.121	0.048	0.119	0.084	0.187	0.638	0.049	0.007
LIFR	P42702	True	LIFR_HUMAN	P42702_P40189	CPI-SC0A174E3F3	0.121	0.048	0.119	0.084	0.187	0.638	0.049	0.007
LIFR	P42702	True	LIFR_HUMAN	P42702_P40189	CPI-SC085ED634B	0.121	0.048	0.119	0.084	0.187	0.638	0.049	0.007
ITA8	P53708	True	ITA8_HUMAN	P53708_P05556	CPI-SC0B1A05D68	0.158	0.018	0.133	0.011	0.391	0.038	0.061	0.023
ITGA8	P53708	True	ITA8_HUMAN	P53708_P05556	CPI-SC0B1A05D68	0.158	0.018	0.133	0.011	0.391	0.038	0.061	0.023
ITA1	P56199	True	ITA1_HUMAN	P56199_P05556	CPI-SC0AC81463A	0.086	0.057	0.722	0.441	0.26	0.261	0.444	0.063
ITGA1	P56199	True	ITA1_HUMAN	P56199_P05556	CPI-SC0AC81463A	0.086	0.057	0.722	0.441	0.26	0.261	0.444	0.063
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_P27037	CPI-SC0A4D03098	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_P27037	CPI-SC0725152DF	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_P27037	CPI-SC08530770D	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_P27037	CPI-SC0165E8AB7	0.03	0.039	0.036	0.049	0.03	0.037	0.017	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13705	CPI-SC083EB500B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13705	CPI-SC0E6B2B64E	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13705	CPI-SC09085997B	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13705	CPI-SC033623B7C	0.026	0.039	0.05	0.049	0.047	0.058	0.009	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13873	CPI-SC0AB3D5AC9	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13873	CPI-SC0488382C7	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13873	CPI-SC0D18384F3	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q04771_Q13873	CPI-SC0CC5A410F	0.081	0.039	0.072	0.049	0.143	0.058	0.118	0.02
ACVR1	Q04771	True	ACVR1_HUMAN	Q16671_Q04771	CPI-SC0F3EF4354	0.002	0.032	0.0	0.005	0.004	0.006	0.011	0.019
FZD5	Q13467	True	FZD5_HUMAN	Q13467_O75197	CPI-SC0238858D3	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD5	Q13467	True	FZD5_HUMAN	Q13467_O75197	CPI-SC0BBCC77A4	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD5	Q13467	True	FZD5_HUMAN	Q13467_O75197	CPI-SC034ACA96A	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD5	Q13467	True	FZD5_HUMAN	Q13467_O75197	CPI-SC04224B098	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
ITA9	Q13797	True	ITA9_HUMAN	Q13797_P05556	CPI-SC028967BC9	0.031	0.015	0.014	0.003	0.079	0.095	0.205	0.045
ITGA9	Q13797	True	ITA9_HUMAN	Q13797_P05556	CPI-SC028967BC9	0.031	0.015	0.014	0.003	0.079	0.095	0.205	0.045
FZD2	Q14332	True	FZD2_HUMAN	Q14332_O75197	CPI-SC0916BE5A5	0.103	0.018	0.077	0.054	0.122	0.032	0.153	0.027
FZD2	Q14332	True	FZD2_HUMAN	Q14332_O75197	CPI-SC0F5F1246D	0.103	0.018	0.077	0.054	0.122	0.032	0.153	0.027
FZD2	Q14332	True	FZD2_HUMAN	Q14332_O75197	CPI-SC0C6349617	0.103	0.018	0.077	0.054	0.122	0.032	0.153	0.027
FZD2	Q14332	True	FZD2_HUMAN	Q14332_O75197	CPI-SC0E813ADB8	0.103	0.018	0.077	0.054	0.122	0.032	0.153	0.027
I11RA	Q14626	True	I11RA_HUMAN	Q14626_P40189	CPI-SC08C22BB9B	0.233	0.055	0.18	0.277	0.354	0.265	0.174	0.016
IL11RA	Q14626	True	I11RA_HUMAN	Q14626_P40189	CPI-SC08C22BB9B	0.233	0.055	0.18	0.277	0.354	0.265	0.174	0.016
AMHR2	Q16671	True	AMHR2_HUMAN	Q16671_P36894	CPI-SC0D0875A7D	0.002	0.028	0.0	0.005	0.004	0.006	0.011	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	Q16671_Q04771	CPI-SC0F3EF4354	0.002	0.032	0.0	0.005	0.004	0.006	0.011	0.019
ACV1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P27037	CPI-SC0C23F0F29	0.005	0.043	0.012	0.002	0.009	0.005	0.008	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P27037	CPI-SC0C23F0F29	0.005	0.043	0.012	0.002	0.009	0.005	0.008	0.012
ACV1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P37173	CPI-SC0CF266D30	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P37173	CPI-SC0CF266D30	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
ACV1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P37173	CPI-SC04B098E02	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_P37173	CPI-SC04B098E02	0.005	0.07	0.012	0.002	0.009	0.005	0.008	0.012
ACV1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_Q13705	CPI-SC0DDE5B056	0.005	0.046	0.012	0.002	0.009	0.005	0.008	0.012
ACVR1C	Q8NER5	True	ACV1C_HUMAN	Q8NER5_Q13705	CPI-SC0DDE5B056	0.005	0.046	0.012	0.002	0.009	0.005	0.008	0.012
OSMR	Q99650	True	OSMR_HUMAN	Q99650_P40189	CPI-SC097AC037F	0.033	0.005	0.016	0.005	0.053	0.072	0.007	0.0
FZD8	Q9H461	True	FZD8_HUMAN	Q9H461_O75197	CPI-SC06E9CD488	0.076	0.025	0.048	0.062	0.122	0.074	0.0	0.006
FZD8	Q9H461	True	FZD8_HUMAN	Q9H461_O75197	CPI-SC0281AB653	0.076	0.025	0.048	0.062	0.122	0.074	0.0	0.006
FZD8	Q9H461	True	FZD8_HUMAN	Q9H461_O75197	CPI-SC0E2E03198	0.076	0.025	0.048	0.062	0.122	0.074	0.0	0.006
FZD8	Q9H461	True	FZD8_HUMAN	Q9H461_O75197	CPI-SC0D9F9EAC4	0.076	0.025	0.048	0.062	0.122	0.074	0.0	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	Q9NPG1_O75197	CPI-SC0456F779D	0.037	0.026	0.03	0.062	0.066	0.026	0.053	0.012
FZD3	Q9NPG1	True	FZD3_HUMAN	Q9NPG1_O75197	CPI-SC0A0D98C8D	0.037	0.026	0.03	0.062	0.066	0.026	0.053	0.012
FZD3	Q9NPG1	True	FZD3_HUMAN	Q9NPG1_O75197	CPI-SC0F9D57E34	0.037	0.026	0.03	0.062	0.066	0.026	0.053	0.012
FZD3	Q9NPG1	True	FZD3_HUMAN	Q9NPG1_O75197	CPI-SC095353D95	0.037	0.026	0.03	0.062	0.066	0.026	0.053	0.012
FZD4	Q9ULV1	True	FZD4_HUMAN	Q9ULV1_O75197	CPI-SC0761E791E	0.052	0.01	0.073	0.01	0.028	0.135	0.07	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	Q9ULV1_O75197	CPI-SC09E254C91	0.052	0.01	0.073	0.01	0.028	0.135	0.07	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	Q9ULV1_O75197	CPI-SC0D3E2A22C	0.052	0.01	0.073	0.01	0.028	0.135	0.07	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	Q9ULV1_O75197	CPI-SC07AB5E202	0.052	0.01	0.073	0.01	0.028	0.135	0.07	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	Q9ULW2_O75197	CPI-SC02C203FD7	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	Q9ULW2_O75197	CPI-SC000D56BAC	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	Q9ULW2_O75197	CPI-SC065ECDD42	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	Q9ULW2_O75197	CPI-SC0CA5B26F5	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	Q9UP38_O75197	CPI-SC03A513E23	0.103	0.049	0.106	0.062	0.122	0.065	0.126	0.027
FZD1	Q9UP38	True	FZD1_HUMAN	Q9UP38_O75197	CPI-SC0968CCEC2	0.103	0.049	0.106	0.062	0.122	0.065	0.126	0.027
FZD1	Q9UP38	True	FZD1_HUMAN	Q9UP38_O75197	CPI-SC02D618124	0.103	0.049	0.106	0.062	0.122	0.065	0.126	0.027
FZD1	Q9UP38	True	FZD1_HUMAN	Q9UP38_O75197	CPI-SC0F5ED1270	0.103	0.049	0.106	0.062	0.122	0.065	0.126	0.027
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS010BB499F	0.0	0.012	0.0	0.003	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D4403860	0.0	0.012	0.0	0.003	0.0	0.0	0.0	0.0
